source_order,column,family,meaning,causal_availability,fold_local_selection
0,dataset,key,row identity,index only; never a learned numeric input,identity only
418,obs_density_r40,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
419,obs_density_r80,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
420,obs_density_r120,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
421,obs_density_r240,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
422,obs_density_r320,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
423,obs_flow_r64_lag_delta_u,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
424,obs_flow_r64_lag_delta_v,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
425,obs_flow_r64_lag_delta_mag,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
426,obs_flow_r64_accel_norm,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
427,obs_flow_r64_cur_prev_cos,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
428,obs_flow_r64_cur_self_cos,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
429,obs_flow_r64_accel_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
430,obs_flow_r64_coherence,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
431,obs_flow_r64_prev_coherence,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
432,obs_flow_r64_coherence_delta,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
433,obs_flow_r64_center_mean_disagree,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
434,obs_flow_r64_front_back_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
435,obs_flow_r64_front_back_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
436,obs_flow_r128_lag_delta_u,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
437,obs_flow_r128_lag_delta_v,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
438,obs_flow_r128_lag_delta_mag,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
439,obs_flow_r128_accel_norm,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
440,obs_flow_r128_cur_prev_cos,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
441,obs_flow_r128_cur_self_cos,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
442,obs_flow_r128_accel_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
443,obs_flow_r128_coherence,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
444,obs_flow_r128_prev_coherence,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
445,obs_flow_r128_coherence_delta,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
446,obs_flow_r128_center_mean_disagree,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
447,obs_flow_r128_front_back_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
448,obs_flow_r128_front_back_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
449,obs_flow_r256_lag_delta_u,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
450,obs_flow_r256_lag_delta_v,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
451,obs_flow_r256_lag_delta_mag,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
452,obs_flow_r256_accel_norm,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
453,obs_flow_r256_cur_prev_cos,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
454,obs_flow_r256_cur_self_cos,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
455,obs_flow_r256_accel_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
